PROVINCIA;SEGMENTO SKU;PRESENTACION;LABORATORIO;AÑO;MES;CONCEPTO;VALOR
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/4/2018;RX;11
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/5/2018;RX;8
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/6/2018;RX;5
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/7/2018;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/8/2018;RX;3
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/9/2018;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/10/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/11/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/12/2018;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/1/2019;RX;3
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/2/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/3/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/4/2019;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/5/2019;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/6/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/8/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/9/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/10/2019;RX;3
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/11/2019;RX;3
CAÑAR;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/12/2019;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/5/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/6/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/7/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/8/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/9/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/10/2019;RX;3
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/11/2019;RX;5
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/12/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/4/2018;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/5/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/8/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/12/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/2/2019;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/3/2019;RX;4
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/4/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/5/2019;RX;3
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/6/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/8/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/9/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/10/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/7/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/8/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/9/2018;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/10/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/12/2018;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/1/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/3/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/4/2019;RX;2
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/5/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/6/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/11/2019;RX;1
CAÑAR;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/12/2019;RX;2
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/3/2018;RX;23
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/4/2018;RX;22
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/5/2018;RX;27
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/6/2018;RX;12
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/7/2018;RX;11
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/8/2018;RX;15
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/9/2018;RX;24
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/10/2018;RX;15
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/11/2018;RX;33
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/12/2018;RX;11
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/1/2019;RX;6
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/2/2019;RX;10
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/3/2019;RX;16
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/4/2019;RX;4
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/5/2019;RX;5
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/6/2019;RX;5
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/7/2019;RX;14
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/8/2019;RX;11
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/9/2019;RX;14
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/10/2019;RX;13
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/11/2019;RX;17
CARCHI;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/12/2019;RX;17
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/3/2018;RX;15
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/4/2018;RX;18
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/5/2018;RX;16
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/6/2018;RX;18
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/7/2018;RX;18
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/8/2018;RX;20
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/9/2018;RX;25
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/10/2018;RX;20
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/11/2018;RX;26
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/12/2018;RX;13
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/1/2019;RX;20
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/2/2019;RX;16
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/3/2019;RX;18
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/4/2019;RX;17
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/5/2019;RX;16
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/6/2019;RX;19
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/7/2019;RX;25
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/8/2019;RX;29
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/9/2019;RX;31
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/10/2019;RX;33
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/11/2019;RX;28
CARCHI;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/12/2019;RX;16
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/5/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/6/2018;RX;2
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/7/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/9/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/10/2018;RX;3
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/11/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/9/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/10/2019;RX;2
CARCHI;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/12/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/3/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/4/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/5/2018;RX;3
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/6/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/7/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/7/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/8/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/9/2019;RX;4
CARCHI;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/10/2019;RX;4
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/3/2018;RX;6
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/4/2018;RX;10
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/5/2018;RX;14
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/6/2018;RX;11
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/7/2018;RX;5
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/8/2018;RX;2
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/9/2018;RX;1
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/11/2018;RX;5
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2018;1/12/2018;RX;5
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/1/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/2/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/4/2019;RX;4
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/5/2019;RX;3
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/6/2019;RX;7
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/7/2019;RX;8
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/8/2019;RX;3
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/10/2019;RX;1
CARCHI;BUPREX MIGRA CM Cx20;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2019;1/11/2019;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/3/2018;RX;63
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/4/2018;RX;39
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/5/2018;RX;25
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/6/2018;RX;38
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/7/2018;RX;65
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/8/2018;RX;53
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/9/2018;RX;64
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/10/2018;RX;79
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/11/2018;RX;76
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;1/12/2018;RX;58
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/1/2019;RX;35
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/2/2019;RX;51
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/3/2019;RX;68
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/4/2019;RX;34
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/5/2019;RX;23
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/6/2019;RX;47
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/7/2019;RX;63
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/8/2019;RX;55
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/9/2019;RX;54
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/10/2019;RX;51
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/11/2019;RX;66
CHIMBORAZO;BUPREX MIGRA CM Cx20;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;1/12/2019;RX;62
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/3/2018;RX;54
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/4/2018;RX;63
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/5/2018;RX;93
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/6/2018;RX;56
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/7/2018;RX;85
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/8/2018;RX;55
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/9/2018;RX;50
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/10/2018;RX;76
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/11/2018;RX;59
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2018;1/12/2018;RX;70
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/1/2019;RX;81
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/2/2019;RX;72
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/3/2019;RX;81
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/4/2019;RX;64
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/5/2019;RX;80
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/6/2019;RX;85
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/7/2019;RX;77
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/8/2019;RX;73
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/9/2019;RX;67
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/10/2019;RX;58
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/11/2019;RX;50
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRA DORIXINA TABL x 20;MEGALABS;2019;1/12/2019;RX;62
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/4/2018;RX;1
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/7/2018;RX;1
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/8/2018;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/9/2018;RX;1
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/10/2018;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;1/11/2018;RX;1
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/1/2019;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/3/2019;RX;1
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/4/2019;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/5/2019;RX;4
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/6/2019;RX;5
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/7/2019;RX;3
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/8/2019;RX;3
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/9/2019;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;1/10/2019;RX;3
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/3/2018;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/5/2018;RX;1
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/6/2018;RX;8
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/7/2018;RX;4
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/8/2018;RX;3
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/9/2018;RX;4
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/10/2018;RX;5
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/11/2018;RX;8
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2018;1/12/2018;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/1/2019;RX;2
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/2/2019;RX;3
CHIMBORAZO;BUPREX MIGRA CM Cx20;MIGRAX TABL RECUBI. x 10;SAVAL;2019;1/3/2019;RX;3
