PROVINCE;PRESENTATION;LABORATORY;YEAR;MONTH;SALES UNITS
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Jul-16;373.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Ago-16;527
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Septiembre 2016;504
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Oct-16;486.000061
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Nov-16;560
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Dic-16;462.0000305
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Ene-17;467.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Feb-17;450.0000305
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Mar-17;432.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Abr-17;574.999939
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;May-17;618.999939
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Jun-17;310
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Jul-17;381.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Ago-17;523
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Septiembre 2017;355.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Oct-17;451
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Nov-17;298
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Dic-17;479.000061
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Ene-18;439.000061
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Feb-18;355.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Mar-18;502
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Abr-18;355.000061
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;May-18;396
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Jun-18;421.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Jul-18;401
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Ago-18;462.0000916
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Septiembre 2018;549
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Oct-18;470.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Nov-18;419
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Dic-18;438
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Ene-19;426
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Feb-19;351
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Mar-19;372.0000305
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Abr-19;370.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;May-19;415
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Jun-19;266
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Jul-19;717.000061
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Ago-19;479.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Septiembre 2019;565
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Oct-19;462
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Nov-19;484.9999695
EL ORO;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Dic-19;466.9999695
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Ene-16;772.000061
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Feb-16;777
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Mar-16;763.000061
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Abr-16;772
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;May-16;762.0001221
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Jun-16;748
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Jul-16;771
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Ago-16;823.999939
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Septiembre 2016;967
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Oct-16;645
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Nov-16;746
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Dic-16;826
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Ene-17;775
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Feb-17;866.0001221
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Mar-17;863.9998779
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Abr-17;1091
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;May-17;714
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Jun-17;800.999939
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Jul-17;927
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Ago-17;1061
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Septiembre 2017;777.999939
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Oct-17;810
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Nov-17;836
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Dic-17;966.999939
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Ene-18;1023
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Feb-18;936
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Mar-18;901
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Abr-18;1026
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;May-18;899.999939
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Jun-18;914
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Jul-18;1041.999878
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Ago-18;1037
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Septiembre 2018;1058
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Oct-18;887
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Nov-18;1140
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Dic-18;1109.999878
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Ene-19;1253
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Feb-19;1057
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Mar-19;1025.000122
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Abr-19;1155
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;May-19;1136
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Jun-19;943.999939
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Jul-19;1134
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Ago-19;1047
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Septiembre 2019;1277.000122
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Oct-19;1077
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Nov-19;1032
ESMERALDAS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Dic-19;1290
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ene-16;448.000061
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Feb-16;432.999939
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Mar-16;517.999939
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Abr-16;448.000061
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;May-16;398
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Jun-16;368
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Jul-16;479.000061
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ago-16;554
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Septiembre 2016;539.999939
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Oct-16;499.9999695
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Nov-16;507
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Dic-16;487
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Ene-17;437.9999695
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Feb-17;347.9999695
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Mar-17;432.9999695
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Abr-17;355
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;May-17;414
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Jun-17;434
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Jul-17;394.9999695
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Ago-17;614.9998779
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Septiembre 2017;556
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Oct-17;463
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Nov-17;459
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2017;Dic-17;490
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Ene-18;498
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Feb-18;567
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Mar-18;713
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Abr-18;523
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;May-18;516
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Jun-18;545
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Jul-18;610
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Ago-18;558.999939
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Septiembre 2018;550
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Oct-18;509
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Nov-18;399.9999695
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2018;Dic-18;515.999939
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Ene-19;424
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Feb-19;421.000061
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Mar-19;450.000061
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Abr-19;651
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;May-19;448
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Jun-19;485
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Jul-19;546
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Ago-19;502
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Septiembre 2019;662
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Oct-19;419
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Nov-19;551
ESMERALDAS;MIGRA DORIXINA TABL x 20;MEGALABS;2019;Dic-19;442.9999695
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Ene-16;9
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Feb-16;22
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Mar-16;3.999999762
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Abr-16;9.000000954
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;May-16;26.00000381
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Jun-16;68
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Jul-16;26.00000191
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Ago-16;37
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Septiembre 2016;73
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Oct-16;61
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Nov-16;74
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2016;Dic-16;78.00000763
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Ene-17;106
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Feb-17;105
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Mar-17;105
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Abr-17;105
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;May-17;115
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Jun-17;119
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Jul-17;173.9999847
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Ago-17;154
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Septiembre 2017;154
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Oct-17;144
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Nov-17;165.9999847
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2017;Dic-17;147
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Ene-18;173
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Feb-18;154
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Mar-18;173
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Abr-18;157
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;May-18;184
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Jun-18;174
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Jul-18;130
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Ago-18;142
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Septiembre 2018;156
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Oct-18;155
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Nov-18;170
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2018;Dic-18;153.9999847
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Ene-19;212
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Feb-19;174
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Mar-19;220
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Abr-19;164
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;May-19;205
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Jun-19;256
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Jul-19;215
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Ago-19;331
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Septiembre 2019;131.9999847
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Oct-19;180
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Nov-19;260
ESMERALDAS;MIGRAFLASH CAPS BLANDA x 10;JAMES BROWN PHARMA;2019;Dic-19;212
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Ene-16;548.000061
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Feb-16;527
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Mar-16;600.999939
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Abr-16;548
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;May-16;544
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Jun-16;415.9999695
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Jul-16;518
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Ago-16;538
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Septiembre 2016;558
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Oct-16;557
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Nov-16;516
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2016;Dic-16;501.0000305
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Ene-17;486
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Feb-17;601
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Mar-17;554
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Abr-17;644.000061
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;May-17;571
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Jun-17;480.9999695
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Jul-17;531
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Ago-17;761
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Septiembre 2017;612
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Oct-17;645
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Nov-17;522.999939
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2017;Dic-17;624.999939
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Ene-18;739.000061
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Feb-18;490
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Mar-18;570
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Abr-18;448
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;May-18;443.9999695
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Jun-18;451.0000305
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Jul-18;626.999939
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Ago-18;468
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Septiembre 2018;449
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Oct-18;978
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Nov-18;435.0000305
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2018;Dic-18;457
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Ene-19;521.999939
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Feb-19;499
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Mar-19;435.0000305
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Abr-19;436
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;May-19;409
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Jun-19;316
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Jul-19;494
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Ago-19;475
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Septiembre 2019;452.0000305
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Oct-19;486
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Nov-19;519.000061
ESMERALDAS;MIGRAX TABL RECUBI. x 10;SAVAL;2019;Dic-19;550
ESMERALDAS;NIMPAS TA.REC 30MG/ 200 MG x 10;VITA BEAUTY;2016;Ago-16;2
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Ene-16;39
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Feb-16;43
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Mar-16;45.00000381
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Abr-16;39
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;May-16;48
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Jun-16;55.00000381
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Jul-16;52.99999619
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Ago-16;54
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Septiembre 2016;43.00000381
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Oct-16;48
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Nov-16;43
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2016;Dic-16;75
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Ene-17;98.99999237
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Feb-17;40
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Mar-17;53
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Abr-17;57.00000381
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;May-17;49
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Jun-17;48
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Jul-17;69.00000763
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Ago-17;78
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Septiembre 2017;68
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Oct-17;69
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Nov-17;65
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2017;Dic-17;74
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Ene-18;74
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Feb-18;73
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Mar-18;49.99999619
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Abr-18;89.00000763
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;May-18;78
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Jun-18;99
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Jul-18;68
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Ago-18;92.99999237
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Septiembre 2018;58.00000381
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Oct-18;104
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Nov-18;107
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2018;Dic-18;70
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Ene-19;110.9999924
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Feb-19;108
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Mar-19;87
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Abr-19;79.00000763
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;May-19;97
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Jun-19;83
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Jul-19;74
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Ago-19;93
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Septiembre 2019;74
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Oct-19;67
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Nov-19;87
GALAPAGOS;BUPREXMIGRA TABL RECUB. x 20;LIFE;2019;Dic-19;103
GALAPAGOS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Ene-16;49
GALAPAGOS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Feb-16;55
GALAPAGOS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Mar-16;81.99999237
GALAPAGOS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;Abr-16;49
GALAPAGOS;MIGRA DORIXINA TABL x 20;MEGALABS;2016;May-16;56.99999619
